"rep","fold","Taxa","observed","predicted"
1,3,"PI 475918",-23.2701323113072,-19.679183041503
1,3,"PI 476636",92.1309729640279,91.719364464735
1,3,"PI 478850",-41.4131499911608,-44.5823761561861
1,3,"PI 493729",-21.4277665654921,-29.3648934069052
1,3,"PI 502040",13.1754427217406,38.6984534125148
1,4,"PI 240560",-39.1675881289274,-35.0117463221549
1,4,"PI 259836",-13.4113846071158,-18.4814324306928
1,4,"PI 259851",96.1103353979561,92.5786383286579
1,4,"PI 268586",-14.728322957987,-8.82305326782576
1,4,"PI 268806",90.8657621252714,92.1062053349808
1,4,"PI 295309",94.3003649781333,93.0134137240382
1,4,"PI 296550",7.58476294109594,16.8797949145597
1,4,"PI 319768",-3.0947565821953,-3.62672325437253
1,4,"PI 343398",20.9688595511485,51.7940778479907
1,4,"PI 371521",30.2241303065118,56.4972840528388
1,4,"PI 403813",-24.2800736050239,-23.2800885344033
1,4,"PI 429420",3.82761765604124,-0.411614475906606
1,4,"PI 461427",-52.8331073584546,-53.2362930636049
1,4,"PI 461434",-20.275057381311,-20.4569869823289
1,4,"PI 475863",-21.7910590813281,-26.6156924075881
1,4,"PI 476596",-0.54667913283332,-16.2480572792856
1,4,"PI 493693",-19.7180182573206,-11.1265945117565
1,4,"PI 493938",-15.6332847605169,-31.0990373419705
1,4,"PI 494018",-15.4848038593226,-10.5170245981505
1,4,"PI 497639",-10.5806964808468,-10.6093602036534
1,4,"PI 504614",-34.6991415397245,-32.0653429973783
1,5,"PI 159786",91.9795136139364,92.0048098295993
1,5,"PI 196635",91.8808532061868,92.1465737539285
1,5,"PI 262038",-45.3195725080565,-48.3938462698039
1,5,"PI 270905",23.0458444858713,50.489556970324
1,5,"PI 290560",-36.5730859340983,-39.0724890815365
1,5,"PI 295730",-11.8796500206539,-23.6116911410643
1,5,"PI 296558",9.08251356251902,4.19969934535421
1,5,"PI 325943",-55.6161781982585,-49.9416328014614
1,5,"PI 355268",83.5926065435547,80.8232301666739
1,5,"PI 356004",-52.9949451982828,-48.929340692748
1,5,"PI 372271",95.027229009404,93.5481477617875
1,5,"PI 407667",-44.1385440155654,-47.7006081568433
1,5,"PI 408743",-12.8417941895264,-10.9339374063419
1,5,"PI 471952",-14.2039684045055,-51.6245334631105
1,5,"PI 475931",7.58481242635805,2.28506687923078
1,5,"PI 476432",-4.38686752313152,-6.10554685368963
1,5,"PI 493631",-25.0973116550801,-25.1000002585182
1,5,"PI 493880",-23.636920533488,-37.3482559582537
1,5,"PI 494795",8.2364494572083,0.654668509749924
1,5,"PI 502111",-8.61913127345229,-11.9283844751657
2,1,"PI 158854",93.3876253818025,93.6345083898485
2,1,"PI 270998",-1.28088253738996,-14.7570702440929
2,1,"PI 288146",-46.6743049666706,-43.3079062250998
2,1,"PI 295309",94.3003649781333,93.2357070776771
2,1,"PI 296550",7.58476294109594,14.3490298713616
2,1,"PI 355268",83.5926065435547,84.0092025957169
2,1,"PI 355271",59.3113990135345,79.5950948894964
2,1,"PI 371521",30.2241303065118,60.6511507449284
2,1,"PI 429420",3.82761765604124,-0.367359503325105
2,1,"PI 461434",-20.275057381311,-22.7143863989859
2,1,"PI 471952",-14.2039684045055,-51.4124065580333
2,1,"PI 475863",-21.7910590813281,-27.3467818144204
2,1,"PI 481795",93.6606495311802,94.205114014076
2,1,"PI 482120",-33.3095785090718,-37.6132543811791
2,1,"PI 493729",-21.4277665654921,-34.0986064903163
2,1,"PI 493880",-23.636920533488,-44.93048070089
2,1,"PI 494018",-15.4848038593226,-9.20236327571038
2,1,"PI 494034",-13.8212734354372,-35.1574580490675
2,1,"PI 497318",31.7422567795936,13.4781908246066
2,1,"PI 497395",32.1872334414205,13.3343595748568
2,1,"PI 504614",-34.6991415397245,-33.7449781051408
2,2,"PI 200441",-17.4867363486021,-24.8811936179269
2,2,"PI 259658",100.707784632293,91.8393605204622
2,2,"PI 270786",90.8506593776961,92.7093625968108
2,2,"PI 271019",-5.6110404254436,1.25130293560046
2,2,"PI 290536",93.7106746878443,91.1980443912226
2,2,"PI 290620",19.1869186745998,44.1323867305024
2,2,"PI 295730",-11.8796500206539,-25.7794902304339
2,2,"PI 298854",89.0901845491034,88.3653951673321
2,2,"PI 319770",5.60792539732361,-35.2681074571741
2,2,"PI 337293",-33.1303500962705,-34.8299969232461
2,2,"PI 337399",-48.891681182551,-45.9645462639823
2,2,"PI 370331",26.0050898783708,53.2810298242991
2,2,"PI 372305",18.3010174031283,64.2287664067263
2,2,"PI 403813",-24.2800736050239,-23.4138549703876
2,2,"PI 433347",-8.40499945385635,11.3966101715029
2,2,"PI 475918",-23.2701323113072,-21.531854900931
2,2,"PI 476596",-0.54667913283332,-10.9568131500594
2,2,"PI 478850",-41.4131499911608,-43.8913345247603
2,2,"PI 493356",-19.7670824072696,-39.9836641442371
2,2,"PI 493581",-52.467277874188,-44.7088141006781
2,2,"PI 493693",-19.7180182573206,-12.9780315366993
2,3,"PI 157542",76.5152772600273,82.6146902991207
2,3,"PI 162655",-47.4045097307795,-46.2868784590087
2,3,"PI 162857",87.8557386974058,85.7061991442139
2,3,"PI 259617",-49.9702615314471,-53.8956842936888
2,3,"PI 259836",-13.4113846071158,-22.4169272717141
2,3,"PI 262038",-45.3195725080565,-49.1554445662517
2,3,"PI 268755",-34.6790842345355,-32.5012230446401
2,3,"PI 268806",90.8657621252714,92.068961144095
2,3,"PI 270907",91.9216771993511,91.9732007432293
2,3,"PI 290560",-36.5730859340983,-39.2321309094198
2,3,"PI 290566",91.9247088400474,91.5299903673937
2,3,"PI 313129",14.9161544517895,25.7505320999557
2,3,"PI 331297",-0.797372907023051,15.7618852470848
2,3,"PI 343398",20.9688595511485,53.9424184968103
2,3,"PI 356004",-52.9949451982828,-52.332970677705
2,3,"PI 461427",-52.8331073584546,-53.7921610617925
2,3,"PI 476432",-4.38686752313152,-1.18743161643115
2,3,"PI 476636",92.1309729640279,91.6957788420665
2,3,"PI 493631",-25.0973116550801,-26.3080839807539
2,3,"PI 493938",-15.6332847605169,-31.8263784365878
2,3,"PI 502120",7.61631474631251,15.8388587297228
2,4,"PI 155107",-33.0304284762533,-32.9110943209775
2,4,"PI 159786",91.9795136139364,91.8693669980755
2,4,"PI 196622",94.484362479052,94.234512986001
2,4,"PI 196635",91.8808532061868,92.2423304792029
2,4,"PI 240560",-39.1675881289274,-34.6596433697988
2,4,"PI 259851",96.1103353979561,92.7908067926124
2,4,"PI 268868",91.7512108457322,91.9644768098469
2,4,"PI 274193",24.0338362276932,28.8722881453262
2,4,"PI 292950",93.5519341824262,93.2852936912018
2,4,"PI 296558",9.08251356251902,-2.84199980266755
2,4,"PI 319768",-3.0947565821953,9.16871922043246
2,4,"PI 323268",84.9638228003057,86.7133359578172
2,4,"PI 343384",3.09862563909943,-25.6814778967985
2,4,"PI 407667",-44.1385440155654,-46.6415683508141
2,4,"PI 408743",-12.8417941895264,-17.7238960621836
2,4,"PI 468271",20.3866795249287,18.3937581935843
2,4,"PI 482189",-13.9503326174076,-24.9646255720782
2,4,"PI 493717",-16.358090909818,-5.61903228756261
2,4,"PI 494795",8.2364494572083,6.61227828253932
2,4,"PI 496401",21.2938516538893,56.7927066816571
2,4,"PI 497639",-10.5806964808468,-11.7290327866498
2,5,"PI 268586",-14.728322957987,-10.483611995277
2,5,"PI 268996",-18.7396999989541,-24.9921077901951
2,5,"PI 270905",23.0458444858713,48.4185559999104
2,5,"PI 288210",14.8949132937833,31.1262899175015
2,5,"PI 295250",93.8116442119282,93.116962474719
2,5,"PI 325943",-55.6161781982585,-50.6850272516172
2,5,"PI 331314",13.7523475204017,1.71281202825087
2,5,"PI 337406",-15.5986954843422,-9.61911798958351
2,5,"PI 339960",-19.139805353552,-24.3298081638855
2,5,"PI 372271",95.027229009404,93.3308423732821
2,5,"PI 399581",6.17677612805178,-10.338452858422
2,5,"PI 442768",23.9078614520448,40.1154826932937
2,5,"PI 471954",-22.923447881111,-66.7920752280009
2,5,"PI 475931",7.58481242635805,7.95351678568984
2,5,"PI 476025",-11.1103233953259,-11.1845384378059
2,5,"PI 493547",-33.5078715622015,-44.6712341088883
2,5,"PI 496448",94.7367033580305,94.0547501265244
2,5,"PI 497517",-19.5932911626775,-21.9523525436121
2,5,"PI 502040",13.1754427217406,37.9356623739744
2,5,"PI 502111",-8.61913127345229,-10.8361040726412
3,1,"PI 162857",87.8557386974058,85.9407700624773
3,1,"PI 259617",-49.9702615314471,-53.9567642198651
3,1,"PI 259836",-13.4113846071158,-15.2733424676259
3,1,"PI 268586",-14.728322957987,-7.49160323558874
3,1,"PI 268868",91.7512108457322,91.7971257587954
3,1,"PI 268996",-18.7396999989541,-27.4165644841097
3,1,"PI 270905",23.0458444858713,66.1879589350192
3,1,"PI 290566",91.9247088400474,91.1289233415175
3,1,"PI 290620",19.1869186745998,41.5763604330965
3,1,"PI 337293",-33.1303500962705,-35.615479736514
3,1,"PI 343398",20.9688595511485,69.0117377372732
3,1,"PI 355271",59.3113990135345,77.5152338352085
3,1,"PI 468271",20.3866795249287,16.0811176310972
3,1,"PI 476432",-4.38686752313152,-3.50650502145007
3,1,"PI 481795",93.6606495311802,94.2005532700923
3,1,"PI 493356",-19.7670824072696,-38.5317618413227
3,1,"PI 493547",-33.5078715622015,-45.3980744136646
3,1,"PI 494018",-15.4848038593226,-11.4321233283445
